codigo;Data;Visita OTIF;OT;IF;OTIF
0296708;07/03/2024;0001-0034611-07/03/2024-531399;Sim;Sim;Sim
0296708;07/03/2024;0001-0034620-07/03/2024-531408;Sim;Sim;Sim
0296708;07/03/2024;0001-0034659-07/03/2024-531411;Sim;Sim;Sim
0296708;07/03/2024;0001-0034686-07/03/2024-531388;Sim;Sim;Sim
0296708;07/03/2024;0001-0034690-07/03/2024-531393;Sim;Sim;Sim
0296708;07/03/2024;0001-0034702-07/03/2024-531390;Sim;Sim;Sim
0296708;07/03/2024;0001-0034706-07/03/2024-531402;Sim;Sim;Sim
0296708;07/03/2024;0001-0034727-07/03/2024-531402;Sim;Sim;Sim
0296708;07/03/2024;0001-0034749-07/03/2024-531408;Sim;Sim;Sim
0296708;07/03/2024;0001-0034776-07/03/2024-531402;Sim;Sim;Sim
0296708;07/03/2024;0001-0034780-07/03/2024-531386;Sim;Sim;Sim
0296708;07/03/2024;0001-0034789-07/03/2024-531389;Sim;Sim;Sim
0296708;07/03/2024;0001-0034790-07/03/2024-531410;Sim;Sim;Sim
0296708;07/03/2024;0001-0034820-07/03/2024-531363;Sim;Sim;Sim
0296708;07/03/2024;0001-0034835-07/03/2024-531393;Sim;Sim;Sim
0296708;07/03/2024;0001-0034918-07/03/2024-531380;Sim;Sim;Sim
0296708;07/03/2024;0001-0034925-07/03/2024-531385;Sim;Sim;Sim
0296708;07/03/2024;0001-0034964-07/03/2024-531406;Sim;Sim;Sim
0296708;07/03/2024;0001-0035000-07/03/2024-531360;Sim;Sim;Sim
0296708;07/03/2024;0001-0035012-07/03/2024-531378;Sim;Sim;Sim
0296708;07/03/2024;0001-0035018-07/03/2024-531357;Sim;Sim;Sim
0296708;07/03/2024;0001-0035041-07/03/2024-531377;Sim;Sim;Sim
0296708;07/03/2024;0001-0035109-07/03/2024-531400;Sim;Sim;Sim
0296708;07/03/2024;0001-0035110-07/03/2024-531405;Sim;Sim;Sim
0296708;07/03/2024;0001-0035113-07/03/2024-531377;Sim;Sim;Sim
0296708;07/03/2024;0001-0035139-07/03/2024-531394;Sim;Sim;Sim
0296708;07/03/2024;0001-0035145-07/03/2024-531381;Sim;Sim;Sim
0296708;07/03/2024;0001-0035158-07/03/2024-531367;Sim;Sim;Sim
0296708;07/03/2024;0001-0035161-07/03/2024-531379;Sim;Sim;Sim
0296708;07/03/2024;0001-0035164-07/03/2024-531377;Sim;Sim;Sim
0296708;07/03/2024;0001-0035175-07/03/2024-531405;Sim;Sim;Sim
0296708;07/03/2024;0001-0035207-07/03/2024-531383;Sim;Sim;Sim
0296708;07/03/2024;0001-0035247-07/03/2024-531378;Sim;Sim;Sim
0296708;07/03/2024;0001-0035251-07/03/2024-531357;Sim;Sim;Sim
0296708;07/03/2024;0001-0035253-07/03/2024-531405;Sim;Sim;Sim
0296708;07/03/2024;0001-0035255-07/03/2024-531405;Sim;Sim;Sim
0296708;07/03/2024;0001-0035298-07/03/2024-531401;Sim;Sim;Sim
0296708;07/03/2024;0001-0035326-07/03/2024-531360;Sim;Sim;Sim
0296708;07/03/2024;0001-0035348-07/03/2024-531359;Sim;Sim;Sim
0296708;07/03/2024;0001-0035386-07/03/2024-531404;Sim;Sim;Sim
0296708;07/03/2024;0001-0035413-07/03/2024-531377;Sim;Não;Não
0296708;07/03/2024;0001-0035431-07/03/2024-531394;Sim;Sim;Sim
0296708;07/03/2024;0001-0035459-07/03/2024-531405;Sim;Sim;Sim
0296708;07/03/2024;0001-0035475-07/03/2024-531385;Sim;Sim;Sim
0296708;07/03/2024;0001-0035508-07/03/2024-531408;Sim;Sim;Sim
0296708;07/03/2024;0001-0035611-07/03/2024-531409;Sim;Sim;Sim
0296708;07/03/2024;0001-0035645-07/03/2024-531379;Sim;Sim;Sim
0296708;07/03/2024;0001-0035647-07/03/2024-531400;Sim;Sim;Sim
0296708;07/03/2024;0001-0035676-07/03/2024-531420;Não;Sim;Não
0296708;07/03/2024;0001-0035700-07/03/2024-531395;Sim;Sim;Sim
0296708;07/03/2024;0001-0035704-07/03/2024-531385;Sim;Sim;Sim
0296708;07/03/2024;0001-0035707-07/03/2024-531400;Sim;Não;Não
0296708;07/03/2024;0001-0035736-07/03/2024-531366;Sim;Sim;Sim
0296708;07/03/2024;0001-0035773-07/03/2024-531379;Sim;Sim;Sim
0296708;07/03/2024;0001-0035775-07/03/2024-531360;Sim;Sim;Sim
0296708;07/03/2024;0001-0035779-07/03/2024-531379;Sim;Sim;Sim
0296708;07/03/2024;0001-0035782-07/03/2024-531379;Sim;Sim;Sim
0296708;07/03/2024;0001-0035787-07/03/2024-531403;Sim;Sim;Sim
0296708;07/03/2024;0001-0035788-07/03/2024-531379;Sim;Sim;Sim
0296708;07/03/2024;0001-0035837-07/03/2024-531377;Sim;Sim;Sim
0296708;07/03/2024;0001-0035845-07/03/2024-531354;Sim;Sim;Sim
0296708;07/03/2024;0001-0035846-07/03/2024-531385;Sim;Sim;Sim
0296708;07/03/2024;0001-0035890-07/03/2024-531379;Sim;Sim;Sim
0296708;07/03/2024;0001-0035892-07/03/2024-531379;Sim;Sim;Sim
0296708;07/03/2024;0001-0035893-07/03/2024-531356;Sim;Sim;Sim
0296708;07/03/2024;0001-0035894-07/03/2024-531377;Sim;Não;Não
0296708;07/03/2024;0001-0035926-07/03/2024-531387;Sim;Sim;Sim
0296708;07/03/2024;0001-0035939-07/03/2024-531402;Sim;Sim;Sim
0296708;07/03/2024;0001-0035945-07/03/2024-531418;Não;Sim;Não
0296708;07/03/2024;0001-0035954-07/03/2024-531397;Sim;Sim;Sim
0296708;07/03/2024;0001-0035968-07/03/2024-531367;Sim;Sim;Sim
0296708;07/03/2024;0001-0035998-07/03/2024-531387;Sim;Não;Não
0296708;07/03/2024;0001-0036012-07/03/2024-531355;Sim;Sim;Sim
0296708;07/03/2024;0001-0036034-07/03/2024-531366;Sim;Sim;Sim
0296708;07/03/2024;0001-0036036-07/03/2024-531389;Sim;Sim;Sim
0296708;07/03/2024;0001-0036039-07/03/2024-531354;Sim;Sim;Sim
0296708;07/03/2024;0001-0036040-07/03/2024-531392;Sim;Sim;Sim
0296708;07/03/2024;0001-0036042-07/03/2024-531407;Sim;Sim;Sim
0296708;07/03/2024;0001-0036043-07/03/2024-531407;Sim;Sim;Sim
0296708;07/03/2024;0001-0036065-07/03/2024-531409;Sim;Sim;Sim
0296708;07/03/2024;0001-0036076-07/03/2024-531381;Sim;Sim;Sim
0296708;07/03/2024;0001-0036090-07/03/2024-531403;Sim;Sim;Sim
0296708;07/03/2024;0001-0036091-07/03/2024-531360;Sim;Sim;Sim
0296708;07/03/2024;0001-0036093-07/03/2024-531341;Sim;Sim;Sim
0296708;07/03/2024;0001-0036105-07/03/2024-531389;Sim;Sim;Sim
0296708;07/03/2024;0001-0036109-07/03/2024-531403;Sim;Sim;Sim
0296708;07/03/2024;0001-0036162-07/03/2024-531379;Sim;Sim;Sim
0296708;07/03/2024;0001-0036239-07/03/2024-531392;Sim;Sim;Sim
0296708;07/03/2024;0001-0036286-07/03/2024-531388;Sim;Sim;Sim
0296708;07/03/2024;0001-0036289-07/03/2024-531385;Sim;Sim;Sim
0296708;07/03/2024;0001-0036297-07/03/2024-531354;Sim;Sim;Sim
0296708;07/03/2024;0001-0036298-07/03/2024-531381;Sim;Sim;Sim
0296708;07/03/2024;0001-0036302-07/03/2024-531384;Sim;Não;Não
0296708;07/03/2024;0001-0036310-07/03/2024-531378;Sim;Sim;Sim
0296708;07/03/2024;0001-0036344-07/03/2024-531354;Sim;Sim;Sim
0296708;07/03/2024;0001-0036397-07/03/2024-531411;Sim;Não;Não
0296708;07/03/2024;0001-0036421-07/03/2024-531410;Sim;Sim;Sim
0296708;07/03/2024;0001-0036424-07/03/2024-531399;Sim;Sim;Sim
0296708;07/03/2024;0001-0036476-07/03/2024-531408;Sim;Sim;Sim
0296708;07/03/2024;0001-0036478-07/03/2024-531363;Sim;Sim;Sim
0296708;07/03/2024;0001-0036483-07/03/2024-531405;Sim;Sim;Sim
0296708;07/03/2024;0001-0036501-07/03/2024-531379;Sim;Sim;Sim
0296708;07/03/2024;0001-0036510-07/03/2024-531401;Sim;Sim;Sim
0296708;07/03/2024;0001-0036511-07/03/2024-531399;Sim;Sim;Sim
0296708;07/03/2024;0001-0036517-07/03/2024-531407;Sim;Sim;Sim
0296708;07/03/2024;0001-0036549-07/03/2024-531405;Sim;Sim;Sim
0296708;07/03/2024;0001-0036593-07/03/2024-531401;Sim;Sim;Sim
0296708;07/03/2024;0001-0036596-07/03/2024-531377;Sim;Sim;Sim
0296708;07/03/2024;0001-0036616-07/03/2024-531387;Sim;Sim;Sim
0296708;07/03/2024;0001-0036636-07/03/2024-531366;Sim;Sim;Sim
0296708;07/03/2024;0001-0036643-07/03/2024-531397;Sim;Sim;Sim
0296708;07/03/2024;0001-0036696-07/03/2024-531366;Sim;Sim;Sim
0296708;07/03/2024;0001-0036697-07/03/2024-531405;Sim;Sim;Sim
0296708;07/03/2024;0001-0036709-07/03/2024-531388;Sim;Sim;Sim
0296708;07/03/2024;0001-0036710-07/03/2024-531384;Sim;Sim;Sim
0296708;07/03/2024;0001-0036711-07/03/2024-531381;Sim;Sim;Sim
0296708;07/03/2024;0001-0036742-07/03/2024-531409;Sim;Sim;Sim
0296708;07/03/2024;0001-0036846-07/03/2024-531387;Sim;Sim;Sim
0296708;07/03/2024;0001-0036860-07/03/2024-531361;Sim;Sim;Sim
0296708;07/03/2024;0001-0036884-07/03/2024-531390;Sim;Sim;Sim
0296708;07/03/2024;0001-0036886-07/03/2024-531394;Sim;Sim;Sim
0296708;07/03/2024;0001-0036895-07/03/2024-531377;Sim;Sim;Sim
0296708;07/03/2024;0001-0036939-07/03/2024-531411;Sim;Sim;Sim
0296708;07/03/2024;0001-0036942-07/03/2024-531401;Sim;Sim;Sim
0296708;07/03/2024;0001-0036946-07/03/2024-531367;Sim;Sim;Sim
0296708;07/03/2024;0001-0036948-07/03/2024-531368;Sim;Sim;Sim
0296708;07/03/2024;0001-0036962-07/03/2024-531387;Sim;Sim;Sim
0296708;07/03/2024;0001-0036977-07/03/2024-531410;Sim;Sim;Sim
0296708;07/03/2024;0001-0036990-07/03/2024-531396;Sim;Sim;Sim
0296708;07/03/2024;0001-0036992-07/03/2024-531354;Sim;Sim;Sim
0296708;07/03/2024;0001-0037021-07/03/2024-531388;Sim;Sim;Sim
0296708;07/03/2024;0001-0037023-07/03/2024-531366;Sim;Sim;Sim
0296708;07/03/2024;0001-0037051-07/03/2024-531396;Sim;Sim;Sim
0296708;07/03/2024;0001-0037068-07/03/2024-531356;Sim;Sim;Sim
0296708;07/03/2024;0001-0037086-07/03/2024-531387;Sim;Sim;Sim
0296708;07/03/2024;0001-0037125-07/03/2024-531412;Sim;Sim;Sim
0296708;07/03/2024;0001-0037131-07/03/2024-531388;Sim;Sim;Sim
0296708;07/03/2024;0001-0037134-07/03/2024-531377;Sim;Sim;Sim
0296708;07/03/2024;0001-0037137-07/03/2024-531385;Sim;Sim;Sim
0296708;07/03/2024;0001-0037142-07/03/2024-531387;Sim;Sim;Sim
0296708;07/03/2024;0001-0037158-07/03/2024-531383;Sim;Sim;Sim
0296708;07/03/2024;0001-0037195-07/03/2024-531379;Sim;Sim;Sim
0296708;07/03/2024;0001-0037200-07/03/2024-531392;Sim;Sim;Sim
0296708;07/03/2024;0001-0037228-07/03/2024-531355;Sim;Sim;Sim
0296708;07/03/2024;0001-0037258-07/03/2024-531406;Sim;Sim;Sim
0296708;07/03/2024;0001-0037275-07/03/2024-531384;Sim;Sim;Sim
0296708;07/03/2024;0001-0037277-07/03/2024-531401;Sim;Sim;Sim
0296708;07/03/2024;0001-0037279-07/03/2024-531389;Sim;Sim;Sim
0296708;07/03/2024;0001-0037280-07/03/2024-531388;Sim;Sim;Sim
0296708;07/03/2024;0001-0037286-07/03/2024-531386;Sim;Sim;Sim
0296708;07/03/2024;0001-0037314-07/03/2024-531361;Sim;Sim;Sim
0296708;07/03/2024;0001-0037321-07/03/2024-531412;Sim;Sim;Sim
0296708;07/03/2024;0001-0037329-07/03/2024-531367;Sim;Sim;Sim
0296708;07/03/2024;0001-0037338-07/03/2024-531404;Sim;Sim;Sim
0296708;07/03/2024;0001-0037363-07/03/2024-531376;Sim;Sim;Sim
0296708;07/03/2024;0001-0037376-07/03/2024-531413;Sim;Sim;Sim
0296708;07/03/2024;0001-0037379-07/03/2024-531380;Sim;Sim;Sim
0296708;07/03/2024;0001-0037910-07/03/2024-531401;Sim;Sim;Sim
0296708;07/03/2024;0001-0037911-07/03/2024-531365;Sim;Não;Não
0296708;07/03/2024;0001-0037913-07/03/2024-531401;Sim;Sim;Sim
0296708;07/03/2024;0001-0037915-07/03/2024-531385;Sim;Sim;Sim
0296708;07/03/2024;0001-0037965-07/03/2024-531386;Sim;Sim;Sim
0296708;07/03/2024;0001-0037973-07/03/2024-531381;Sim;Sim;Sim
0296708;07/03/2024;0001-0037974-07/03/2024-531399;Sim;Sim;Sim
0296708;07/03/2024;0001-0037979-07/03/2024-531360;Sim;Sim;Sim
0296708;07/03/2024;0001-0039804-07/03/2024-531408;Sim;Sim;Sim
0296708;07/03/2024;0001-0039806-07/03/2024-531390;Sim;Sim;Sim
0296708;07/03/2024;0001-0039808-07/03/2024-531379;Sim;Sim;Sim
0296708;07/03/2024;0001-0039816-07/03/2024-531376;Sim;Sim;Sim
0296708;07/03/2024;0001-0039901-07/03/2024-531385;Sim;Sim;Sim
0296708;07/03/2024;0001-0039904-07/03/2024-531357;Sim;Sim;Sim
0296708;07/03/2024;0001-0046000-07/03/2024-531385;Sim;Sim;Sim
0296708;07/03/2024;0001-0046015-07/03/2024-531358;Sim;Sim;Sim
0296708;07/03/2024;0001-0046024-07/03/2024-531395;Sim;Sim;Sim
0296708;07/03/2024;0001-0046070-07/03/2024-531380;Sim;Sim;Sim
0296708;07/03/2024;0001-0046071-07/03/2024-531379;Sim;Sim;Sim
0296708;07/03/2024;0001-0046072-07/03/2024-531389;Sim;Sim;Sim
0296708;07/03/2024;0001-0046096-07/03/2024-531396;Sim;Não;Não
0296708;07/03/2024;0001-0046960-07/03/2024-531420;Não;Sim;Não
0296708;07/03/2024;0001-0046963-07/03/2024-531365;Sim;Sim;Sim
0296708;07/03/2024;0001-0046972-07/03/2024-531366;Sim;Sim;Sim
0296708;07/03/2024;0001-0046981-07/03/2024-531409;Sim;Sim;Sim
0296708;07/03/2024;0001-0046984-07/03/2024-531395;Sim;Sim;Sim
0296708;07/03/2024;0001-0047913-07/03/2024-531388;Sim;Sim;Sim
0296708;07/03/2024;0001-0047915-07/03/2024-531364;Sim;Sim;Sim
0296708;07/03/2024;0001-0047916-07/03/2024-531385;Sim;Sim;Sim
0296708;07/03/2024;0001-0049239-07/03/2024-531402;Sim;Sim;Sim
0296708;07/03/2024;0001-0049277-07/03/2024-531418;Não;Sim;Não
0296708;07/03/2024;0001-0049328-07/03/2024-531384;Sim;Sim;Sim
0296708;07/03/2024;0001-0049344-07/03/2024-531394;Sim;Sim;Sim
0296708;07/03/2024;0001-0049374-07/03/2024-531359;Sim;Sim;Sim
0296708;07/03/2024;0001-0049418-07/03/2024-531367;Sim;Sim;Sim
0296708;07/03/2024;0001-0049476-07/03/2024-531377;Sim;Sim;Sim
0296708;07/03/2024;0001-0049510-07/03/2024-531390;Sim;Sim;Sim
0296708;07/03/2024;0001-0049549-07/03/2024-531376;Sim;Sim;Sim
0296708;07/03/2024;0001-0049558-07/03/2024-531365;Sim;Não;Não
0296708;07/03/2024;0001-0049565-07/03/2024-531399;Sim;Sim;Sim
0296708;07/03/2024;0001-0049577-07/03/2024-531361;Sim;Sim;Sim
0296708;07/03/2024;0001-0049613-07/03/2024-531360;Sim;Sim;Sim
0296708;07/03/2024;0001-0049637-07/03/2024-531355;Sim;Sim;Sim
0296708;07/03/2024;0001-0049640-07/03/2024-531402;Sim;Sim;Sim
0296708;07/03/2024;0001-0050534-07/03/2024-531355;Sim;Sim;Sim
0296708;07/03/2024;0001-0051792-07/03/2024-531410;Sim;Não;Não
0296708;07/03/2024;0001-0051942-07/03/2024-531403;Sim;Não;Não
0296708;07/03/2024;0001-0051945-07/03/2024-531401;Sim;Sim;Sim
0296708;07/03/2024;0001-0052162-07/03/2024-531403;Sim;Sim;Sim
0296708;07/03/2024;0001-0053503-07/03/2024-531397;Sim;Sim;Sim
0296708;07/03/2024;0001-0053513-07/03/2024-531391;Sim;Sim;Sim
0296708;07/03/2024;0001-0053525-07/03/2024-531388;Sim;Não;Não
0296708;07/03/2024;0001-0053526-07/03/2024-531377;Sim;Sim;Sim
0296708;07/03/2024;0001-0053575-07/03/2024-531410;Sim;Sim;Sim
0296708;07/03/2024;0001-0053617-07/03/2024-531401;Sim;Sim;Sim
0296708;07/03/2024;0001-0053656-07/03/2024-531409;Sim;Sim;Sim
0296708;07/03/2024;0001-0053657-07/03/2024-531393;Sim;Sim;Sim
0296708;07/03/2024;0001-0053659-07/03/2024-531418;Não;Sim;Não
0296708;07/03/2024;0001-0053673-07/03/2024-531406;Sim;Sim;Sim
0296708;07/03/2024;0001-0053707-07/03/2024-531400;Sim;Sim;Sim
0296708;07/03/2024;0001-0053741-07/03/2024-531359;Sim;Sim;Sim
0296708;07/03/2024;0001-0053752-07/03/2024-531361;Sim;Sim;Sim
0296708;07/03/2024;0001-0053755-07/03/2024-531387;Sim;Sim;Sim
0296708;07/03/2024;0001-0053760-07/03/2024-531401;Sim;Sim;Sim
0296708;07/03/2024;0001-0053762-07/03/2024-531399;Sim;Sim;Sim
0296708;07/03/2024;0001-0053781-07/03/2024-531406;Sim;Sim;Sim
0296708;07/03/2024;0001-0053807-07/03/2024-531354;Sim;Sim;Sim
0296708;07/03/2024;0001-0053819-07/03/2024-531368;Sim;Sim;Sim
0296708;07/03/2024;0001-0053829-07/03/2024-531406;Sim;Sim;Sim
0296708;07/03/2024;0001-0053830-07/03/2024-531396;Sim;Sim;Sim
0296708;07/03/2024;0001-0053862-07/03/2024-531404;Sim;Sim;Sim
0296708;07/03/2024;0001-0053865-07/03/2024-531367;Sim;Sim;Sim
0296708;07/03/2024;0001-0053866-07/03/2024-531368;Sim;Não;Não
0296708;07/03/2024;0001-0053881-07/03/2024-531402;Sim;Sim;Sim
0296708;07/03/2024;0001-0053883-07/03/2024-531420;Não;Sim;Não
0296708;07/03/2024;0001-0053891-07/03/2024-531404;Sim;Sim;Sim
0296708;07/03/2024;0001-0053898-07/03/2024-531402;Sim;Sim;Sim
0296708;07/03/2024;0001-0053901-07/03/2024-531396;Sim;Sim;Sim
0296708;07/03/2024;0001-0053929-07/03/2024-531401;Sim;Sim;Sim
0296708;07/03/2024;0001-0053940-07/03/2024-531408;Sim;Sim;Sim
0296708;07/03/2024;0001-0053959-07/03/2024-531406;Sim;Sim;Sim
0296708;07/03/2024;0001-0053963-07/03/2024-531389;Sim;Sim;Sim
0296708;07/03/2024;0001-0053995-07/03/2024-531379;Sim;Sim;Sim
0296708;07/03/2024;0001-0053999-07/03/2024-531418;Não;Sim;Não
0296708;07/03/2024;0001-0054034-07/03/2024-531406;Sim;Sim;Sim
0296708;07/03/2024;0001-0054050-07/03/2024-531367;Sim;Sim;Sim
0296708;07/03/2024;0001-0054059-07/03/2024-531383;Sim;Não;Não
0296708;07/03/2024;0001-0054061-07/03/2024-531380;Sim;Sim;Sim
0296708;07/03/2024;0001-0054062-07/03/2024-531388;Sim;Sim;Sim
0296708;07/03/2024;0001-0054066-07/03/2024-531380;Sim;Sim;Sim
0296708;07/03/2024;0001-0054084-07/03/2024-531398;Sim;Sim;Sim
0296708;07/03/2024;0001-0054086-07/03/2024-531361;Sim;Sim;Sim
0296708;07/03/2024;0001-0054092-07/03/2024-531380;Sim;Sim;Sim
0296708;07/03/2024;0001-0054100-07/03/2024-531392;Sim;Sim;Sim
0296708;07/03/2024;0001-0054143-07/03/2024-531405;Sim;Sim;Sim
0296708;07/03/2024;0001-0054181-07/03/2024-531387;Sim;Sim;Sim
0296708;07/03/2024;0001-0054184-07/03/2024-531386;Sim;Sim;Sim
0296708;07/03/2024;0001-0054198-07/03/2024-531354;Sim;Sim;Sim
0296708;07/03/2024;0001-0054221-07/03/2024-531406;Sim;Sim;Sim
0296708;07/03/2024;0001-0054256-07/03/2024-531389;Sim;Sim;Sim
0296708;07/03/2024;0001-0054298-07/03/2024-531376;Sim;Sim;Sim
0296708;07/03/2024;0001-0054334-07/03/2024-531355;Sim;Sim;Sim
0296708;07/03/2024;0001-0054340-07/03/2024-531404;Sim;Sim;Sim
0296708;07/03/2024;0001-0054342-07/03/2024-531394;Sim;Sim;Sim
0296708;07/03/2024;0001-0054344-07/03/2024-531380;Sim;Sim;Sim
0296708;07/03/2024;0001-0054345-07/03/2024-531381;Sim;Sim;Sim
0296708;07/03/2024;0001-0054350-07/03/2024-531356;Sim;Sim;Sim
0296708;07/03/2024;0001-0054389-07/03/2024-531364;Sim;Sim;Sim
0296708;07/03/2024;0001-0054418-07/03/2024-531392;Sim;Sim;Sim
0296708;07/03/2024;0001-0054435-07/03/2024-531410;Sim;Sim;Sim
0296708;07/03/2024;0001-0054445-07/03/2024-531366;Sim;Sim;Sim
0296708;07/03/2024;0001-0054456-07/03/2024-531380;Sim;Sim;Sim
0296708;07/03/2024;0001-0054461-07/03/2024-531393;Sim;Não;Não
0296708;07/03/2024;0001-0054505-07/03/2024-000000;Não;Não;Não
0296708;07/03/2024;0001-0054524-07/03/2024-531392;Sim;Sim;Sim
0296708;07/03/2024;0001-0054526-07/03/2024-531393;Sim;Sim;Sim
0296708;07/03/2024;0001-0054533-07/03/2024-531401;Sim;Sim;Sim
0296708;07/03/2024;0001-0054537-07/03/2024-531399;Sim;Sim;Sim
0296708;07/03/2024;0001-0054542-07/03/2024-531365;Sim;Não;Não
0296708;07/03/2024;0001-0054547-07/03/2024-531378;Sim;Sim;Sim
0296708;07/03/2024;0001-0054584-07/03/2024-531403;Sim;Sim;Sim
0296708;07/03/2024;0001-0054619-07/03/2024-531376;Sim;Sim;Sim
0296708;07/03/2024;0001-0054630-07/03/2024-531407;Sim;Sim;Sim
0296708;07/03/2024;0001-0054636-07/03/2024-531407;Sim;Sim;Sim
0296708;07/03/2024;0001-0054647-07/03/2024-531408;Sim;Sim;Sim
0296708;07/03/2024;0001-0054657-07/03/2024-531367;Sim;Sim;Sim
0296708;07/03/2024;0001-0054661-07/03/2024-531364;Sim;Sim;Sim
0296708;07/03/2024;0001-0054676-07/03/2024-531354;Sim;Sim;Sim
0296708;07/03/2024;0001-0054702-07/03/2024-531376;Sim;Sim;Sim
0296708;07/03/2024;0001-0054706-07/03/2024-531368;Sim;Sim;Sim
0296708;07/03/2024;0001-0054723-07/03/2024-531406;Sim;Sim;Sim
0296708;07/03/2024;0001-0054727-07/03/2024-531408;Sim;Sim;Sim
0296708;07/03/2024;0001-0054751-07/03/2024-531358;Sim;Sim;Sim
0296708;07/03/2024;0001-0054758-07/03/2024-531364;Sim;Sim;Sim
0296708;07/03/2024;0001-0054761-07/03/2024-531405;Sim;Sim;Sim
0296708;07/03/2024;0001-0054795-07/03/2024-531378;Sim;Sim;Sim
0296708;07/03/2024;0001-0054796-07/03/2024-531388;Sim;Sim;Sim
0296708;07/03/2024;0001-0054802-07/03/2024-531402;Sim;Sim;Sim
0296708;07/03/2024;0001-0054803-07/03/2024-531389;Sim;Sim;Sim
0296708;07/03/2024;0001-0054806-07/03/2024-531405;Sim;Sim;Sim
0296708;07/03/2024;0001-0054812-07/03/2024-531379;Sim;Sim;Sim
0296708;07/03/2024;0001-0054860-07/03/2024-531363;Sim;Sim;Sim
0296708;07/03/2024;0001-0054931-07/03/2024-531357;Sim;Sim;Sim
0296708;07/03/2024;0001-0054957-07/03/2024-531362;Sim;Sim;Sim
0296708;07/03/2024;0001-0054958-07/03/2024-531376;Sim;Sim;Sim
0296708;07/03/2024;0001-0054981-07/03/2024-531407;Sim;Sim;Sim
0296708;07/03/2024;0001-0054989-07/03/2024-531406;Sim;Sim;Sim
0296708;07/03/2024;0001-0055003-07/03/2024-531384;Sim;Sim;Sim
0296708;07/03/2024;0001-0055020-07/03/2024-531404;Sim;Sim;Sim
0296708;07/03/2024;0001-0055027-07/03/2024-531411;Sim;Sim;Sim
0296708;07/03/2024;0001-0055028-07/03/2024-531377;Sim;Sim;Sim
0296708;07/03/2024;0001-0055030-07/03/2024-531396;Sim;Sim;Sim
0296708;07/03/2024;0001-0055038-07/03/2024-531404;Sim;Sim;Sim
0296708;07/03/2024;0001-0055071-07/03/2024-531407;Sim;Sim;Sim
0296708;07/03/2024;0001-0055083-07/03/2024-531407;Sim;Sim;Sim
0296708;07/03/2024;0001-0055122-07/03/2024-531390;Sim;Sim;Sim
0296708;07/03/2024;0001-0055123-07/03/2024-531392;Sim;Sim;Sim
0296708;07/03/2024;0001-0055124-07/03/2024-531392;Sim;Sim;Sim
0296708;07/03/2024;0001-0055125-07/03/2024-531391;Sim;Não;Não
0296708;07/03/2024;0001-0055137-07/03/2024-531403;Sim;Sim;Sim
0296708;07/03/2024;0001-0055138-07/03/2024-531376;Sim;Sim;Sim
0296708;07/03/2024;0001-0055141-07/03/2024-531360;Sim;Sim;Sim
0296708;07/03/2024;0001-0055168-07/03/2024-531399;Sim;Sim;Sim
0296708;07/03/2024;0001-0055181-07/03/2024-531365;Sim;Sim;Sim
0296708;07/03/2024;0001-0055184-07/03/2024-531379;Sim;Sim;Sim
0296708;07/03/2024;0001-0055209-07/03/2024-531387;Sim;Sim;Sim
0296708;07/03/2024;0001-0055230-07/03/2024-531360;Sim;Sim;Sim
0296708;07/03/2024;0001-0055278-07/03/2024-531407;Sim;Sim;Sim
0296708;07/03/2024;0001-0055282-07/03/2024-531407;Sim;Sim;Sim
0296708;07/03/2024;0001-0055283-07/03/2024-531390;Sim;Sim;Sim
0296708;07/03/2024;0001-0055312-07/03/2024-531403;Sim;Sim;Sim
0296708;07/03/2024;0001-0055331-07/03/2024-531410;Sim;Sim;Sim
0296708;07/03/2024;0001-0055347-07/03/2024-531361;Sim;Sim;Sim
0296708;07/03/2024;0001-0055361-07/03/2024-531365;Sim;Sim;Sim
0296708;07/03/2024;0001-0055390-07/03/2024-531376;Sim;Sim;Sim
0296708;07/03/2024;0001-0055426-07/03/2024-531393;Sim;Sim;Sim
0296708;07/03/2024;0001-0055437-07/03/2024-531398;Sim;Sim;Sim
0296708;07/03/2024;0001-0055446-07/03/2024-531364;Sim;Sim;Sim
0296708;07/03/2024;0001-0055452-07/03/2024-531395;Sim;Sim;Sim
0296708;07/03/2024;0001-0055507-07/03/2024-531389;Sim;Sim;Sim
0296708;07/03/2024;0001-0055516-07/03/2024-531407;Sim;Sim;Sim
0296708;07/03/2024;0001-0055536-07/03/2024-531406;Sim;Sim;Sim
0296708;07/03/2024;0001-0055537-07/03/2024-531396;Sim;Sim;Sim
0296708;07/03/2024;0001-0055540-07/03/2024-531366;Sim;Sim;Sim
0296708;07/03/2024;0001-0055545-07/03/2024-531360;Sim;Sim;Sim
0296708;07/03/2024;0001-0055566-07/03/2024-531359;Sim;Sim;Sim
0296708;07/03/2024;0001-0055573-07/03/2024-531420;Não;Sim;Não
0296708;07/03/2024;0001-0055587-07/03/2024-531378;Sim;Sim;Sim
0296708;07/03/2024;0001-0055597-07/03/2024-531376;Sim;Sim;Sim
0296708;07/03/2024;0001-0055601-07/03/2024-531409;Sim;Sim;Sim
0296708;07/03/2024;0001-0055614-07/03/2024-531361;Sim;Sim;Sim
0296708;07/03/2024;0001-0055623-07/03/2024-531377;Sim;Sim;Sim
0296708;07/03/2024;0001-0055643-07/03/2024-531388;Sim;Sim;Sim
